BR_CerM,BR_CerMID,BR_Chan,BR_Inst,BR_InstCh,FP_elect,FP_electCNT,FP_ref,FP_shank,FP_shfh_p,FP_shfh_r,FP_shfh_t,FP_shfh_x,FP_shfh_y,FP_shfh_z,FP_shs_r,FP_shs_s,HP_elect,HP_ref,OM_ch,OM_con,OM_pin,OM_ref
1,2,84,1,52,5,173,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,84,-99,20,3,11,-99
1,2,86,1,54,6,174,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,86,-99,22,3,12,-99
1,2,90,1,58,7,175,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,90,-99,26,3,14,-99
1,2,94,1,62,8,176,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,94,-99,30,3,16,-99
8,2,942,8,46,9,177,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,942,-99,14,30,7,-99
8,2,938,8,42,10,178,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,938,-99,10,30,5,-99
8,2,934,8,38,11,179,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,934,-99,6,30,4,-99
8,2,930,8,34,12,180,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,930,-99,2,30,2,-99
8,3,913,8,81,13,181,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,913,-99,17,29,27,-99
8,3,917,8,85,14,182,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,917,-99,21,29,29,-99
8,3,921,8,89,15,183,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,921,-99,25,29,31,-99
8,3,925,8,93,16,184,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,925,-99,29,29,33,-99
1,3,112,1,80,17,185,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,112,-99,16,4,9,-99
1,3,108,1,76,18,186,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,108,-99,12,4,7,-99
1,3,104,1,72,19,187,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,104,-99,8,4,5,-99
1,3,100,1,68,20,188,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,100,-99,4,4,3,-99
1,3,98,1,66,21,189,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,98,-99,2,4,2,-99
1,3,102,1,70,22,190,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,102,-99,6,4,4,-99
1,3,106,1,74,23,191,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,106,-99,10,4,6,-99
1,3,110,1,78,24,192,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,110,-99,14,4,8,-99
8,3,927,8,95,25,193,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,927,-99,31,29,34,-99
8,3,923,8,91,26,194,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,923,-99,27,29,32,-99
8,3,919,8,87,27,195,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,919,-99,23,29,30,-99
8,3,915,8,83,28,196,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,915,-99,19,29,28,-99
8,2,941,8,45,29,197,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,941,-99,13,30,26,-99
1,2,95,1,63,30,198,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,95,-99,31,3,35,-99
1,2,91,1,59,31,199,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,91,-99,27,3,33,-99
1,2,87,1,55,32,200,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,87,-99,23,3,31,-99
1,2,83,1,51,33,201,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,83,-99,19,3,29,-99
1,2,85,1,53,34,202,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,85,-99,21,3,30,-99
1,2,89,1,57,35,203,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,89,-99,25,3,32,-99
1,2,93,1,61,36,204,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,93,-99,29,3,34,-99
1,3,97,1,65,37,205,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,97,-99,1,4,20,-99
8,2,939,8,43,38,206,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,939,-99,11,30,25,-99
8,2,935,8,39,39,207,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,935,-99,7,30,23,-99
8,2,931,8,35,40,208,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,931,-99,3,30,21,-99
8,3,914,8,82,41,209,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,914,-99,18,29,10,-99
8,3,918,8,86,42,210,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,918,-99,22,29,12,-99
8,3,922,8,90,43,211,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,922,-99,26,29,14,-99
8,3,926,8,94,44,212,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,926,-99,30,29,16,-99
1,3,111,1,79,45,213,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,111,-99,15,4,27,-99
1,3,107,1,75,46,214,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,107,-99,11,4,25,-99
1,3,103,1,71,47,215,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,103,-99,7,4,23,-99
1,3,99,1,67,48,216,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,99,-99,3,4,21,-99
1,3,101,1,69,49,217,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,101,-99,5,4,22,-99
1,3,105,1,73,50,218,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,105,-99,9,4,24,-99
1,3,109,1,77,51,219,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,109,-99,13,4,26,-99
1,3,113,1,81,52,220,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,113,-99,17,4,28,-99
8,3,924,8,92,53,221,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,924,-99,28,29,15,-99
8,3,920,8,88,54,222,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,920,-99,24,29,13,-99
8,3,916,8,84,55,223,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,916,-99,20,29,11,-99
8,3,912,8,80,56,224,-99,4,10.5,1.00286083294136,15,0.176529581521107,0.0473009588087846,0.98606783559327,2,15,912,-99,16,29,9,-99
-99,-99,-99,-99,-99,-99,-99,1,5,-99,-99,-99,-99,-99,-99,1,0,,,,5,,
8,3,901,8,69,1,225,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,901,-99,5,29,21,-99
8,3,905,8,73,2,226,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,905,-99,9,29,23,-99
8,3,909,8,77,3,227,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,909,-99,13,29,25,-99
2,4,129,2,97,4,228,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,129,-99,1,5,20,-99
1,3,125,1,93,5,229,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,125,-99,29,4,34,-99
1,3,121,1,89,6,230,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,121,-99,25,4,32,-99
1,3,117,1,85,7,231,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,117,-99,21,4,30,-99
1,3,114,1,82,8,232,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,114,-99,18,4,10,-99
1,3,115,1,83,9,233,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,115,-99,19,4,29,-99
1,3,119,1,87,10,234,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,119,-99,23,4,31,-99
1,3,123,1,91,11,235,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,123,-99,27,4,33,-99
1,3,127,1,95,12,236,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,127,-99,31,4,35,-99
8,3,911,8,79,13,237,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,911,-99,15,29,26,-99
8,3,907,8,75,14,238,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,907,-99,11,29,24,-99
8,3,903,8,71,15,239,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,903,-99,7,29,22,-99
8,3,899,8,67,16,240,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,899,-99,3,29,20,-99
7,4,895,7,127,17,241,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,895,-99,31,28,35,-99
7,4,880,7,112,18,242,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,880,-99,16,28,9,-99
7,4,884,7,116,19,243,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,884,-99,20,28,11,-99
7,4,888,7,120,20,244,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,888,-99,24,28,13,-99
7,4,892,7,124,21,245,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,892,-99,28,28,15,-99
2,4,147,2,115,22,246,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,147,-99,19,5,28,-99
2,4,143,2,111,23,247,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,143,-99,15,5,26,-99
2,4,139,2,107,24,248,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,139,-99,11,5,25,-99
2,4,135,2,103,25,249,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,135,-99,7,5,23,-99
2,4,131,2,99,26,250,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,131,-99,3,5,21,-99
2,4,133,2,101,27,251,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,133,-99,5,5,22,-99
2,4,137,2,105,28,252,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,137,-99,9,5,24,-99
8,3,898,8,66,29,253,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,898,-99,2,29,2,-99
8,3,902,8,70,30,254,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,902,-99,6,29,4,-99
8,3,906,8,74,31,255,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,906,-99,10,29,6,-99
8,3,910,8,78,32,256,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,910,-99,14,29,8,-99
1,3,128,1,96,33,257,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,128,-99,0,4,17,-99
1,3,124,1,92,34,258,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,124,-99,28,4,15,-99
1,3,120,1,88,35,259,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,120,-99,24,4,13,-99
1,3,116,1,84,36,260,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,116,-99,20,4,11,-99
1,3,118,1,86,37,261,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,118,-99,22,4,12,-99
1,3,122,1,90,38,262,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,122,-99,26,4,14,-99
1,3,126,1,94,39,263,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,126,-99,30,4,16,-99
2,4,130,2,98,40,264,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,130,-99,2,5,2,-99
8,3,908,8,76,41,265,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,908,-99,12,29,7,-99
8,3,904,8,72,42,266,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,904,-99,8,29,5,-99
8,3,900,8,68,43,267,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,900,-99,4,29,3,-99
7,4,896,7,128,44,268,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,896,-99,0,28,17,-99
7,4,877,7,109,45,269,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,877,-99,13,28,26,-99
7,4,881,7,113,46,270,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,881,-99,17,28,28,-99
7,4,885,7,117,47,271,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,885,-99,21,28,30,-99
7,4,889,7,121,48,272,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,889,-99,25,28,32,-99
7,4,893,7,125,49,273,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,893,-99,29,28,34,-99
2,4,146,2,114,50,274,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,146,-99,18,5,10,-99
2,4,142,2,110,51,275,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,142,-99,14,5,8,-99
2,4,138,2,106,52,276,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,138,-99,10,5,6,-99
2,4,134,2,102,53,277,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,134,-99,6,5,4,-99
2,4,132,2,100,54,278,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,132,-99,4,5,3,-99
2,4,136,2,104,55,279,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,136,-99,8,5,5,-99
2,4,140,2,108,56,280,-99,5,4,1.00008547766179,0,0.069762436364396,0,0.997649319702331,1,0,140,-99,12,5,7,-99
-99,-99,-99,-99,-99,-99,-99,1,6,-99,-99,-99,-99,-99,-99,2,45,,,,6,,
2,4,145,2,113,1,281,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,145,-99,17,5,27,-99
7,4,894,7,126,2,282,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,894,-99,30,28,16,-99
7,4,890,7,122,3,283,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,890,-99,26,28,14,-99
7,4,886,7,118,4,284,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,886,-99,22,28,12,-99
7,4,882,7,114,5,285,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,882,-99,18,28,10,-99
7,4,878,7,110,6,286,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,878,-99,14,28,8,-99
7,1,862,7,30,7,287,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,862,-99,30,27,15,-99
7,4,866,7,98,8,288,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,866,-99,2,28,2,-99
7,4,870,7,102,9,289,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,870,-99,6,28,4,-99
7,4,874,7,106,10,290,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,874,-99,10,28,6,-99
2,1,165,2,5,11,291,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,165,-99,5,6,22,-99
2,1,161,2,1,12,292,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,161,-99,1,6,20,-99
2,4,157,2,125,13,293,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,157,-99,29,5,33,-99
2,4,153,2,121,14,294,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,153,-99,25,5,31,-99
2,4,149,2,117,15,295,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,149,-99,21,5,29,-99
2,4,151,2,119,16,296,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,151,-99,23,5,30,-99
2,4,155,2,123,17,297,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,155,-99,27,5,32,-99
2,4,159,2,127,18,298,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,159,-99,31,5,34,-99
2,1,163,2,3,19,299,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,163,-99,3,6,21,-99
7,4,876,7,108,20,300,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,876,-99,12,28,7,-99
7,4,872,7,104,21,301,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,872,-99,8,28,5,-99
7,4,868,7,100,22,302,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,868,-99,4,28,3,-99
7,1,864,7,32,23,303,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,864,-99,0,27,16,-99
7,1,860,7,28,24,304,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,860,-99,28,27,14,-99
7,1,844,7,12,25,305,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,844,-99,12,27,6,-99
7,1,848,7,16,26,306,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,848,-99,16,27,8,-99
7,1,852,7,20,27,307,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,852,-99,20,27,10,-99
7,1,856,7,24,28,308,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,856,-99,24,27,12,-99
2,4,144,2,112,29,309,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,144,-99,16,5,9,-99
2,4,148,2,116,30,310,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,148,-99,20,5,11,-99
7,4,891,7,123,31,311,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,891,-99,27,28,33,-99
7,4,887,7,119,32,312,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,887,-99,23,28,31,-99
7,4,883,7,115,33,313,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,883,-99,19,28,29,-99
7,4,879,7,111,34,314,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,879,-99,15,28,27,-99
7,1,859,7,27,35,315,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,859,-99,27,27,33,-99
7,1,863,7,31,36,316,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,863,-99,31,27,35,-99
7,4,867,7,99,37,317,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,867,-99,3,28,21,-99
7,4,871,7,103,38,318,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,871,-99,7,28,23,-99
7,4,875,7,107,39,319,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,875,-99,11,28,25,-99
2,1,164,2,4,40,320,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,164,-99,4,6,3,-99
2,4,160,2,128,41,321,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,160,-99,0,5,17,-99
2,4,156,2,124,42,322,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,156,-99,28,5,15,-99
2,4,152,2,120,43,323,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,152,-99,24,5,13,-99
2,4,150,2,118,44,324,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,150,-99,22,5,12,-99
2,4,154,2,122,45,325,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,154,-99,26,5,14,-99
2,4,158,2,126,46,326,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,158,-99,30,5,16,-99
2,1,162,2,2,47,327,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,162,-99,2,6,2,-99
2,1,166,2,6,48,328,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,166,-99,6,6,4,-99
7,4,873,7,105,49,329,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,873,-99,9,28,24,-99
7,4,869,7,101,50,330,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,869,-99,5,28,22,-99
7,4,865,7,97,51,331,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,865,-99,1,28,20,-99
7,1,861,7,29,52,332,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,861,-99,29,27,34,-99
7,1,841,7,9,53,333,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,841,-99,9,27,24,-99
7,1,845,7,13,54,334,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,845,-99,13,27,26,-99
7,1,849,7,17,55,335,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,849,-99,17,27,28,-99
7,1,853,7,21,56,336,-99,6,10.5,1.00286083294136,45,0.129228622712322,0.129228622712322,0.98606783559327,2,45,853,-99,21,27,30,-99
-99,-99,-99,-99,-99,-99,-99,1,7,-99,-99,-99,-99,-99,-99,1,-60,,,,27,,
2,1,179,2,19,1,337,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,179,-99,19,6,29,-99
2,1,175,2,15,2,338,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,175,-99,15,6,27,-99
2,1,171,2,11,3,339,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,171,-99,11,6,25,-99
2,1,167,2,7,4,340,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,167,-99,7,6,23,-99
2,1,168,2,8,5,341,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,168,-99,8,6,5,-99
2,1,169,2,9,6,342,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,169,-99,9,6,24,-99
2,1,173,2,13,7,343,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,173,-99,13,6,26,-99
2,1,177,2,17,8,344,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,177,-99,17,6,28,-99
2,1,181,2,21,9,345,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,181,-99,21,6,30,-99
7,1,858,7,26,10,346,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,858,-99,26,27,13,-99
7,1,854,7,22,11,347,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,854,-99,22,27,11,-99
7,1,850,7,18,12,348,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,850,-99,18,27,9,-99
7,1,846,7,14,13,349,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,846,-99,14,27,7,-99
7,1,842,7,10,14,350,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,842,-99,10,27,5,-99
7,2,826,7,58,15,351,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,826,-99,26,26,14,-99
7,2,830,7,62,16,352,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,830,-99,30,26,16,-99
7,1,834,7,2,17,353,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,834,-99,2,27,2,-99
7,1,838,7,6,18,354,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,838,-99,6,27,3,-99
2,2,201,2,41,19,355,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,201,-99,9,7,24,-99
2,2,197,2,37,20,356,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,197,-99,5,7,22,-99
2,2,193,2,33,21,357,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,193,-99,1,7,20,-99
2,1,189,2,29,22,358,-99,7,4,1.00008547766179,-60,0.034881218182198,-0.0604160421214623,0.997649319702331,1,-60,189,-99,29,6,33,-99
