BR_CerM,BR_CerMID,BR_Chan,BR_Inst,BR_InstCh,FP_elect,FP_electCNT,FP_ref,FP_shank,FP_shfh_p,FP_shfh_r,FP_shfh_t,FP_shfh_x,FP_shfh_y,FP_shfh_z,FP_shs_r,FP_shs_s,HP_elect,HP_ref,OM_ch,OM_con,OM_pin,OM_ref
3,3,362,3,74,47,719,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,362,-99,10,12,6,-99
6,2,677,6,37,48,720,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,677,-99,5,22,22,-99
6,2,673,6,33,49,721,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,673,-99,1,22,20,-99
6,3,669,6,93,50,722,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,669,-99,29,21,34,-99
6,3,665,6,89,51,723,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,665,-99,25,21,32,-99
6,3,661,6,85,52,724,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,661,-99,21,21,30,-99
6,2,681,6,41,53,725,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,681,-99,9,22,24,-99
6,2,685,6,45,54,726,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,685,-99,13,22,26,-99
6,2,689,6,49,55,727,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,689,-99,17,22,28,-99
6,2,693,6,53,56,728,-99,13,10.5,1.00286083294136,135,-0.129228622712322,0.129228622712322,0.98606783559327,2,135,693,-99,21,22,30,-99
-99,-99,-99,-99,-99,-99,-99,1,14,-99,-99,-99,-99,-99,-99,1,180,,,,12,,
5,4,630,5,118,1,729,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,630,-99,22,20,11,-99
5,4,634,5,122,2,730,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,634,-99,26,20,13,-99
5,4,638,5,126,3,731,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,638,-99,30,20,15,-99
6,3,642,6,66,4,732,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,642,-99,2,21,2,-99
4,4,396,4,108,5,733,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,396,-99,12,13,7,-99
4,4,392,4,104,6,734,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,392,-99,8,13,5,-99
4,4,388,4,100,7,735,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,388,-99,4,13,3,-99
3,3,384,3,96,8,736,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,384,-99,0,12,17,-99
3,3,383,3,95,9,737,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,383,-99,31,12,34,-99
4,4,386,4,98,10,738,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,386,-99,2,13,2,-99
4,4,390,4,102,11,739,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,390,-99,6,13,4,-99
4,4,394,4,106,12,740,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,394,-99,10,13,6,-99
4,4,398,4,110,13,741,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,398,-99,14,13,8,-99
5,4,640,5,128,14,742,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,640,-99,0,20,16,-99
5,4,636,5,124,15,743,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,636,-99,28,20,14,-99
5,4,632,5,120,16,744,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,632,-99,24,20,12,-99
5,4,628,5,116,17,745,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,628,-99,20,20,10,-99
6,3,644,6,68,18,746,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,644,-99,4,21,3,-99
6,3,648,6,72,19,747,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,648,-99,8,21,5,-99
6,3,652,6,76,20,748,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,652,-99,12,21,7,-99
6,3,656,6,80,21,749,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,656,-99,16,21,9,-99
6,3,660,6,84,22,750,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,660,-99,20,21,11,-99
3,3,379,3,91,23,751,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,379,-99,27,12,32,-99
3,3,375,3,87,24,752,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,375,-99,23,12,30,-99
3,3,371,3,83,25,753,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,371,-99,19,12,29,-99
3,3,367,3,79,26,754,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,367,-99,15,12,27,-99
3,3,365,3,77,27,755,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,365,-99,13,12,26,-99
3,3,369,3,81,28,756,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,369,-99,17,12,28,-99
5,4,627,5,115,29,757,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,627,-99,19,20,29,-99
5,4,631,5,119,30,758,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,631,-99,23,20,31,-99
5,4,635,5,123,31,759,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,635,-99,27,20,33,-99
5,4,639,5,127,32,760,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,639,-99,31,20,35,-99
4,4,399,4,111,33,761,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,399,-99,15,13,27,-99
4,4,395,4,107,34,762,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,395,-99,11,13,25,-99
4,4,391,4,103,35,763,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,391,-99,7,13,23,-99
4,4,387,4,99,36,764,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,387,-99,3,13,21,-99
4,4,385,4,97,37,765,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,385,-99,1,13,20,-99
4,4,389,4,101,38,766,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,389,-99,5,13,22,-99
4,4,393,4,105,39,767,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,393,-99,9,13,24,-99
4,4,397,4,109,40,768,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,397,-99,13,13,26,-99
6,3,641,6,65,41,769,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,641,-99,1,21,20,-99
5,4,637,5,125,42,770,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,637,-99,29,20,34,-99
5,4,633,5,121,43,771,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,633,-99,25,20,32,-99
5,4,629,5,117,44,772,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,629,-99,21,20,30,-99
6,3,645,6,69,45,773,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,645,-99,5,21,22,-99
6,3,649,6,73,46,774,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,649,-99,9,21,24,-99
6,3,653,6,77,47,775,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,653,-99,13,21,26,-99
6,3,657,6,81,48,776,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,657,-99,17,21,28,-99
3,3,382,3,94,49,777,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,382,-99,30,12,16,-99
3,3,378,3,90,50,778,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,378,-99,26,12,14,-99
3,3,374,3,86,51,779,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,374,-99,22,12,12,-99
3,3,370,3,82,52,780,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,370,-99,18,12,10,-99
3,3,366,3,78,53,781,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,366,-99,14,12,8,-99
3,3,368,3,80,54,782,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,368,-99,16,12,9,-99
3,3,372,3,84,55,783,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,372,-99,20,12,11,-99
3,3,376,3,88,56,784,-99,14,4,1.00008547766179,180,-0.069762436364396,0,0.997649319702331,1,180,376,-99,24,12,13,-99
-99,-99,-99,-99,-99,-99,-99,1,15,-99,-99,-99,-99,-99,-99,2,165,,,,20,,
5,4,609,5,97,1,785,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,609,-99,1,20,20,-99
4,1,427,4,11,2,786,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,427,-99,11,14,25,-99
4,1,423,4,7,3,787,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,423,-99,7,14,23,-99
4,1,419,4,3,4,788,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,419,-99,3,14,21,-99
4,1,417,4,1,5,789,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,417,-99,1,14,20,-99
4,1,421,4,5,6,790,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,421,-99,5,14,22,-99
4,1,425,4,9,7,791,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,425,-99,9,14,24,-99
4,1,429,4,13,8,792,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,429,-99,13,14,26,-99
5,1,607,5,31,9,793,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,607,-99,31,19,34,-99
5,1,603,5,27,10,794,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,603,-99,27,19,33,-99
5,1,599,5,23,11,795,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,599,-99,23,19,31,-99
5,1,595,5,19,12,796,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,595,-99,19,19,29,-99
5,4,613,5,101,13,797,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,613,-99,5,20,22,-99
5,4,617,5,105,14,798,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,617,-99,9,20,24,-99
5,4,621,5,109,15,799,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,621,-99,13,20,26,-99
5,4,625,5,113,16,800,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,625,-99,17,20,28,-99
4,4,412,4,124,17,801,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,412,-99,28,13,15,-99
4,4,408,4,120,18,802,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,408,-99,24,13,13,-99
4,4,404,4,116,19,803,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,404,-99,20,13,11,-99
4,4,400,4,112,20,804,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,400,-99,16,13,9,-99
4,4,402,4,114,21,805,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,402,-99,18,13,10,-99
4,4,406,4,118,22,806,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,406,-99,22,13,12,-99
4,4,410,4,122,23,807,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,410,-99,26,13,14,-99
4,4,414,4,126,24,808,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,414,-99,30,13,16,-99
5,4,623,5,111,25,809,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,623,-99,15,20,27,-99
5,4,619,5,107,26,810,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,619,-99,11,20,25,-99
5,4,615,5,103,27,811,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,615,-99,7,20,23,-99
5,4,611,5,99,28,812,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,611,-99,3,20,21,-99
4,1,430,4,14,29,813,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,430,-99,14,14,8,-99
4,1,426,4,10,30,814,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,426,-99,10,14,6,-99
4,1,422,4,6,31,815,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,422,-99,6,14,4,-99
4,1,418,4,2,32,816,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,418,-99,2,14,2,-99
4,4,416,4,128,33,817,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,416,-99,0,13,17,-99
4,1,420,4,4,34,818,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,420,-99,4,14,3,-99
4,1,424,4,8,35,819,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,424,-99,8,14,5,-99
4,1,428,4,12,36,820,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,428,-99,12,14,7,-99
5,1,608,5,32,37,821,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,608,-99,0,19,17,-99
5,1,604,5,28,38,822,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,604,-99,28,19,15,-99
5,1,600,5,24,39,823,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,600,-99,24,19,13,-99
5,1,596,5,20,40,824,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,596,-99,20,19,11,-99
5,4,610,5,98,41,825,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,610,-99,2,20,2,-99
5,4,614,5,102,42,826,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,614,-99,6,20,4,-99
5,4,618,5,106,43,827,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,618,-99,10,20,6,-99
5,4,622,5,110,44,828,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,622,-99,14,20,8,-99
4,4,415,4,127,45,829,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,415,-99,31,13,35,-99
4,4,411,4,123,46,830,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,411,-99,27,13,33,-99
4,4,407,4,119,47,831,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,407,-99,23,13,31,-99
4,4,403,4,115,48,832,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,403,-99,19,13,29,-99
4,4,401,4,113,49,833,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,401,-99,17,13,28,-99
4,4,405,4,117,50,834,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,405,-99,21,13,30,-99
4,4,409,4,121,51,835,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,409,-99,25,13,32,-99
4,4,413,4,125,52,836,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,413,-99,29,13,34,-99
5,4,624,5,112,53,837,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,624,-99,16,20,9,-99
5,4,620,5,108,54,838,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,620,-99,12,20,7,-99
5,4,616,5,104,55,839,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,616,-99,8,20,5,-99
5,4,612,5,100,56,840,-99,15,10.5,1.00286083294136,165,-0.176529581521107,0.0473009588087846,0.98606783559327,2,165,612,-99,4,20,3,-99
-99,-99,-99,-99,-99,-99,-99,1,16,-99,-99,-99,-99,-99,-99,2,195,,,,19,,
5,2,576,5,64,1,841,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,576,-99,0,18,16,-99
5,1,580,5,4,2,842,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,580,-99,4,19,3,-99
4,2,454,4,38,3,843,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,454,-99,6,15,4,-99
4,2,450,4,34,4,844,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,450,-99,2,15,2,-99
4,1,446,4,30,5,845,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,446,-99,30,14,16,-99
4,1,445,4,29,6,846,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,445,-99,29,14,34,-99
4,1,448,4,32,7,847,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,448,-99,0,14,17,-99
4,2,452,4,36,8,848,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,452,-99,4,15,3,-99
4,2,456,4,40,9,849,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,456,-99,8,15,5,-99
5,1,578,5,2,10,850,-99,16,10.5,1.00286083294136,195,-0.176529581521107,-0.0473009588087846,0.98606783559327,2,195,578,-99,2,19,2,-99
